python-fastjsonschema 2.16.3-1
python-future 0.18.2-7
python-gobject 3.44.1-1.1
python-grpcio 1.52.1-1.1
python-httplib2 0.22.0-1
python-idna 3.4-1
python-ifaddr 0.2.0-1
python-inflect 6.0.2-1
python-installer 0.7.0-1
python-jaraco.context 4.3.0-1
python-jaraco.functools 3.6.0-1
python-jaraco.text 3.11.1-1
python-lxml 4.9.2-1.1
python-more-itertools 9.1.1-1
python-mypy_extensions 1.0.0-1
python-netifaces 0.11.0-3.1
python-numpy 1.24.2-1.1
python-ordered-set 4.1.0-1
python-packaging 23.0-1
python-pillow 9.4.0-2.1
python-platformdirs 3.1.1-1
python-ply 3.11-10
python-protobuf 21.12-1.1
python-psutil 5.9.4-1.1
python-pycparser 2.21-3
python-pycups 2.0.1-5.1
python-pycurl 7.45.2-1.1
python-pydantic 1.10.7-1.1
python-pynacl 1.4.0-5.1
python-pyparsing 3.0.9-1
python-pyproject-hooks 1.0.0-1
python-pyqt5 5.15.9-1.1
python-pyqt5-sip 12.11.1-1.1
python-reportlab 3.6.12-2.1
python-requests 2.28.2-1
python-setproctitle 1.3.2-1.1
python-setuptools 1:67.6.0-1
python-setuptools-scm 7.1.0-1
python-six 1.16.0-6
python-soupsieve 2.4-1
python-toml 0.10.2-8
python-tomli 2.0.1-1
python-trove-classifiers 2023.3.9-1
python-typing_extensions 4.5.0-1
python-urllib3 1.26.13-1
python-validate-pyproject 0.12.1-1
python-wheel 0.38.4-1
python-xapp 2.4.0-1
python-xcffib 1.2.0-1
python-zeroconf 0.39.4-1
qpdf 11.3.0-1.1
qrencode 4.1.1-2.1
qt5-base 5.15.8+kde+r185-1.1
qt5-declarative 5.15.8+kde+r24-2.1
qt5-graphicaleffects 5.15.8-1.1
qt5-quickcontrols2 5.15.8+kde+r7-1.1
qt5-svg 5.15.8+kde+r8-1.1
qt5-tools 5.15.8+kde+r1-3
qt5-translations 5.15.8-1
qt5-wayland 5.15.8+kde+r63-1.1
qt5-x11extras 5.15.8-1.1
qt6-5compat 6.4.3-1.1
qt6-base 6.4.3-1.1
qt6-declarative 6.4.3-1.1
qt6-imageformats 6.4.3-1.1
qt6-svg 6.4.3-1.1
qt6-tools 6.4.3-1.1
qt6-translations 6.4.3-1
qt6-wayland 6.4.3-1.1
qtermwidget 1.2.0-1.1
qtile 0.22.1-3.1
qtile-extras 0.22.1-2
ranger 1.9.3-6
raptor 2.0.16-2.1
rasqal 1:0.9.33-6.1
rate-mirrors 0.15.0-1
rav1e 0.6.3-1.1
re2 1:20230301-1.1
readline 8.2.001-2.1
rebuild-detector 4.4.2-1
redland 1:1.0.17-8.1
reflector 2021.11-6
reiserfsprogs 3.6.27-4.1
rhash 1.4.3-1.1
ripgrep 13.0.0-3.1
rnnoise 0.4.1-1.1
rofi 1.7.5-1.1
rofi-calc 2.1.0-1.1
rpcbind 1.2.6-3.1
rpi-imager 1.7.4-1
rsync 3.2.7-4.1
rtkit 0.13-2.1
rtmpdump 1:2.4.r99.f1b83c1-2.1
rubberband 3.1.2-1.1
ruby 3.0.5-1.1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4.1
ruby-bundledgems 3.0.5-1.1
ruby-bundler 2.4.1-1
ruby-cgi 0.3.6-1.1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4.1
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-diff-lcs 1.5.0-1
ruby-digest 3.1.1-1.1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2.1
ruby-etc 1.3.0-6.1
ruby-fcntl 1.0.1-4.1
ruby-fiddle 1.1.0-4.1
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3.1
ruby-io-nonblock 0.1.0-3.1
ruby-io-wait 0.2.3-4.1
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.3-1.1
ruby-logger 1.5.1-3
ruby-manpages 0.6.1-4
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-optimist 3.0.1-2
ruby-paint 2.3.0-1
ruby-power_assert 2.0.2-1
ruby-psych 4.0.6-1.1
ruby-racc 1.6.0-3.1
ruby-rainbow 3.1.1-1
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.5-1
ruby-rspec 3.12.0-1
ruby-rspec-core 3.12.0-1
ruby-rspec-expectations 3.12.0-1
ruby-rspec-mocks 3.12.0-1
ruby-rspec-support 3.12.0-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.5-1.1
ruby-stringio 3.0.2-4.1
ruby-term-ansicolor 1.7.1-2
ruby-test-unit 3.5.7-1
ruby-time 0.2.0-4
ruby-tins 1.31.1-1
ruby-tmpdir 0.1.2-3
ruby-uri 0.11.0-5
rubygems 3.3.25-1
run-parts 5.5-1.1
s-nail 14.9.24-2.1
sane 1.2.1-4.1
sbc 2.0-1.1
scrcpy 1.25-2.1
sddm 0.19.0-9
sddm-sugar-dark 1.2-1
sdl2 2.26.4-1.1
seatd 0.7.0-3.1
sed 4.9-3.1
serd 0.30.16-1.1
sg3_utils 1.47-1.1
shaderc 2023.3-1.1
shadow 4.13-2.1
shared-mime-info 2.2+13+ga2ffb28-1.1
skypeforlinux-stable-bin 8.95.0.408-1
slang 2.3.3-2.1
smartmontools 7.3-1.1
smbclient 4.18.0-2.1
sof-firmware 2.2.4-1.1
sord 0.16.14-1.1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1.1
spandsp 0.0.6-4
spdlog 1.11.0-2.1
speedtest-cli 2.1.3-5
speex 1.2.1-1.1
speexdsp 1.2.1-1.1
spirv-llvm-translator 15.0.0.r10+g78ad93b9-4
spirv-tools 2022.4-1.1
splix 2.0.0-19.1
sqlite 3.41.2-1.1
sratom 0.6.14-1.1
srt 1.5.1-3.1
startup-notification 0.12-7.1
sudo 1.9.13.p3-1.1
svt-av1 1.4.1-1.1
svt-hevc 1.5.1-2.1
sysfsutils 2.1.1-1.1
system-config-printer 1.5.18-1.1
systemd 253.1-3
systemd-libs 253.1-3
systemd-sysvcompat 253.1-3
talloc 2.4.0-2.1
tar 1.34-2.1
tcl 8.6.13-1.1
tdb 1.4.8-1.1
tealdeer 1.6.1-1.1
telegram-desktop 4.7.1-1.1
tetzle 2.2.2-1
tevent 1:0.14.1-1.1
texinfo 7.0.2-2.1
the_silver_searcher 2.2.0-2.1
thin-provisioning-tools 1.0.3-1.1
thunderbird 102.9.0-1
tinycompress 1.2.8-2.1
tinyxml2 9.0.0-1.1
tpm2-tss 3.2.0-3.1
tracker3 3.5.0-1.1
tslib 1.22-1.1
ttf-bitstream-vera 1.10-15
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-fantasque-nerd 2.3.3-2
ttf-fira-code 6.2-2
ttf-firacode-nerd 2.3.3-2
ttf-liberation 2.1.5-1
ttf-meslo-nerd 2.3.3-2
ttf-ms-fonts 2.0-12
ttf-opensans 1.101-2
ttf-ubuntu-font-family 1:0.83-1
ttf-ubuntu-mono-nerd 2.3.3-2
ttf-ubuntu-nerd 2.3.3-2
tzdata 2023b-1.1
uchardet 0.0.8-1.1
udisks2 2.9.4-1.1
uksmd-git 1:1.1.0.r0.g0dac870-1
unrar 1:6.2.6-1
unzip 6.0-19.1
upower 1.90.0-3.1
usb_modeswitch 2.6.1-3.1
usbmuxd 1.1.1-2.1
usbutils 015-2.1
util-linux 2.38.1-3.1
util-linux-libs 2.38.1-3.1
v4l-utils 1.24.1-1.1
variety 0.8.9-1
vi 1:070224-6.1
vid.stab 1.1-3.1
vim 9.0.1420-1.1
vim-runtime 9.0.1420-1.1
vimix-cursors 2020.02.24-5
visual-studio-code-bin 1.76.2-1
vmaf 2.3.1-1.1
volume_key 0.3.12-7.1
vte-common 0.72.0-1.1
vte3 0.72.0-1.1
vulkan-headers 1:1.3.240-1
vulkan-icd-loader 1.3.240-1.1
vulkan-intel 23.0.1-2
vulkan-mesa-layers 23.0.1-2
vulkan-radeon 23.0.1-2
vulkan-swrast 23.0.1-2
warpinator 1.4.5-1
wayland 1.21.0-2
wayland-protocols 1.31-1
webrtc-audio-processing 0.3.1-3.1
wget 1.21.3-1.1
which 2.21-6.1
wildmidi 0.4.5-1.1
wireplumber 0.4.14-1.1
wlroots0.15 0.15.1-1.1
wpa_supplicant 2:2.10-8.1
x264 3:0.164.r3095.baee400-4.1
x265 3.5-3.1
xapp 2.4.2-2.1
xcb-proto 1.15.2-2
xcb-util 0.4.1-1.1
xcb-util-cursor 0.1.4-1.1
xcb-util-errors 1.0.1-1.1
xcb-util-image 0.4.1-2.1
xcb-util-keysyms 0.4.1-4.1
xcb-util-renderutil 0.3.10-1.1
xcb-util-wm 0.4.2-1.1
xcb-util-xrm 1.3-2.1
xclip 0.13-3.1
xdg-dbus-proxy 0.1.4-1.1
xdg-desktop-portal 1.16.0-1.1
xdg-desktop-portal-gnome 43.1-1.1
xdg-desktop-portal-gtk 1.14.1-1.1
xdg-user-dirs 0.18-1.1
xdg-user-dirs-gtk 0.11-1.1
xdg-utils 1.1.3+25+g8ae0263-1
xdo 0.5.7-2.1
xdotool 3.20211022.1-1.1
xed 3.2.8-1.1
xf86-input-libinput 1.2.1-1.1
xf86-video-amdgpu 23.0.0-1.1
xfsprogs 6.1.1-2.1
xkeyboard-config 2.38-1
xl2tpd 1.3.18-1.1
xmlsec 1.2.37-1.1
xmms2 0.9.2-2.1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.7-1.1
xorg-server-common 21.1.7-1.1
xorg-setxkbmap 1.3.3-2.1
xorg-xauth 1.1.2-1.1
xorg-xdpyinfo 1.3.3-4.1
xorg-xev 1.2.5-1.1
xorg-xinit 1.4.2-1.1
xorg-xinput 1.6.3-4
xorg-xkbcomp 1.4.6-1.1
xorg-xkill 1.0.6-1.1
xorg-xmodmap 1.0.11-1.1
xorg-xprop 1.2.6-1.1
xorg-xrandr 1.5.2-1.1
xorg-xrdb 1.2.1-3
xorg-xset 1.2.5-1.1
xorgproto 2022.2-1
xsane 0.999-6.1
xvidcore 1.3.7-2.1
xxhash 0.8.1-4
xz 5.4.2-1.1
yt-dlp 2023.03.04-1
zbar 0.23.90-1.1
zeromq 4.3.4-2.1
zimg 3.0.4-1.1
zip 3.0-10.1
zlib 1:1.2.13-2.1
zoxide 0.9.0-1.1
zram-generator 1.1.2-1.1
zsh 5.9-3.1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-3
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.16.1-1.1
zstd 1.5.4-2
zvbi 0.2.41-1.1
zxing-cpp 2.0.0-2.1
